m,A_R,K_R,zero_vals
0.014748153686523439,25.38385223619147,25.38385223619147,0.0
0.01592166330697659,16.290538226911952,33.98081885956831,0.0
0.017188549010874982,12.91185523360809,36.93525891600506,0.0
0.018556240727047153,10.596227983556815,38.87546072931245,0.0
0.02003275958327068,8.862506227561049,40.279255809919604,0.0
0.021626764947933707,7.512768887268517,41.341438773200636,0.0
0.023347605214798447,6.439786536152799,42.1662900581316,0.0
0.02520537262870494,5.5766639460735945,42.81792107582242,0.0
0.027210962473752473,4.877930999957937,43.33917359765034,0.0
0.029376136971080706,4.310871891502296,43.76028306426483,0.0
0.03171359426099311,3.8509932873032353,44.103405143857884,0.0
0.03423704287398326,3.4794233355173594,44.385213175818606,0.0
0.036961282127416034,3.181309711626806,44.61849812681903,0.0
0.03990228891936723,2.9447767474072624,44.81321051526559,0.0
0.04307731142864356,2.760215533599031,44.97717000384719,0.0
0.04650497027050677,2.619782571499814,45.11656665259737,0.0
0.05020536770135237,2.5170345311423126,45.23632579040813,0.0
0.05420020551279731,2.446655071913101,45.340380220374236,0.0
0.05851291230659252,2.404245577327369,45.43187737912665,0.0
0.06316878089679191,2.386161579638164,45.51333951241333,0.0
0.06819511664500287,2.3893823128957052,45.586789053788074,0.0
0.07362139759866307,2.4114048318546493,45.65384767033613,0.0
0.07947944737150915,2.4501564919373924,45.71581501582442,0.0
0.08580362178013315,2.503921401485899,45.773731613983216,0.0
0.09263101033119764,2.571277551325981,45.82842918752716,0.0
0.10000165374097487,2.651042239580066,45.880570971771974,0.0
0.10795877876290173,2.7422240366209967,45.930683992901585,0.0
0.11654905170034784,2.8439800033719993,45.979184877452944,0.0
0.12582285209137772,2.9555772776021882,46.02640044686226,0.0
0.13583456817059167,3.0763584403773985,46.07258410823427,0.0
0.146642915840846,3.205710303395673,46.11792886042105,0.0
0.15831128302553185,3.3430359803637475,46.162577580670806,0.0
0.1709081014209426,3.4877302355223994,46.20663113203106,0.0
0.1845072478289522,3.639158260849635,46.25015472958394,0.0
0.19918847742370896,3.796638142096082,46.29318292011508,0.0
0.21503789149333122,3.959427382479717,46.33572346127436,0.0
