m,A_R,K_R,zero_vals
0.007055320739746098,15.141584553569158,15.141584553569158,0.0
0.007689635149681587,4.06582153041902,27.312007099639185,0.0
0.00838097811799078,0.6035631248629032,31.842292442324624,0.0
0.009134476844086513,0.0,34.91601185357793,
0.009955719492458959,0.0,37.19069908975804,
0.010850796636119703,0.0,38.940648935304274,
0.01182634642605284,0.0,40.31610830503669,
0.012889603821662654,0.0,41.41156254896441,
0.014048454247325145,0.0,42.2915653949429,
0.015311492072975925,0.0,43.002673959514304,
0.01668808435244345,0.0,43.57973680087069,
0.0181884402922295,0.0,44.04953308304674,
0.019823686965937438,0.0,44.43303373822606,
0.02160595183586835,0.0,44.74688704784162,
0.023548452693789166,0.0,45.00443968748441,
0.02566559568789947,0.0,45.21646509865621,
0.02797308216299325,0.0,45.3916995148094,
0.03048802510617326,0.0,45.53724692792168,
0.03322907606171302,0.0,45.65889188144758,
0.03621656345630387,0.0,45.76134556864692,
0.039472643360546934,0.0,45.8484424013149,
0.04302146380478097,0.0,45.92329890491066,
0.04688934386785979,0.0,45.98844332066047,
0.051104968867053506,0.0,46.04592197717717,
0.05569960309665809,0.0,46.09738692067636,
0.06070732169304455,0.0,46.14416821150634,
0.06616526334572595,0.0,46.18733353887622,
0.07211390572862073,0.0,46.2277372697995,
0.07859736569418987,0.0,46.26606065836682,
0.08566372645677486,0.0,46.30284465067116,
0.0933653941916225,0.0,46.33851649500138,
0.10175948669423837,0.0,46.37341118608367,
0.11090825698247858,0.17759313617509206,46.40778862134082,0.0
0.12087955498293579,0.39795363268040823,46.441847218435704,0.0
0.13174733072561937,0.6197912146105439,46.47573463112742,0.0
0.14359218277876695,0.8439240427337074,46.50955610204011,0.0
0.15650195599113834,1.0710302924309911,46.54338090444401,0.0
0.17057239297482127,1.3016067850070003,46.57724724948204,0.0
0.18590784416013495,1.535932508399105,46.61116596998904,0.0
0.20262204168860307,1.7740393845848441,46.64512323593275,0.0
0.2208389428834105,2.015692060203307,46.67908250916559,0.0
0.2406936495527644,2.260378051074784,46.71298590570959,0.0
0.2623334099439801,2.5073092522073694,46.74675510084119,0.0
0.2859187107790726,2.7554357156103237,46.78029188562566,0.0
0.3116244674707053,3.0034725640346256,46.813478461441896,0.0
0.3396413213454811,3.249940739388678,46.846177541351494,0.0
0.37017705349516083,3.4932216886037266,46.878232312429056,0.0
0.40345812574133766,3.7316249148871035,46.909466301019606,0.0
0.43973136014180586,3.9634656193000986,46.93968317276376,0.0
0.47926576949433053,4.1871476579888025,46.968666490069374,0.0
0.5223545524133637,4.401245233861212,46.99617944187493,0.0
0.5693172677757727,4.604575649782475,47.021964552892285,0.0
0.620502204661898,4.796255568389711,47.04574337247715,0.0
0.6762889653681088,4.975734786660949,47.06721613615653,0.0
0.7370912806472277,5.142804407333585,47.08606138590889,0.0
0.803360078055461,5.297579918170631,47.10193552833927,0.0
0.8755868261615741,5.44046323152551,47.11447230308006,0.0
0.9543071794199511,5.572090343430846,47.12328212697746,0.0
1.040104950738956,5.69327236802985,47.12795127338164,0.0
1.1336164412063185,5.804937224428854,47.1280408397324,0.0
1.2355351590820465,5.908077579811085,47.12308545147272,0.0
1.3466169630562599,6.003708427283137,47.112591645447885,0.0
1.4676856679158607,6.092835528711501,47.096035872148164,0.0
1.5996391541932722,6.176434297163846,47.072862052808006,0.0
1.7434560271081563,6.255437683577001,47.04247862469374,0.0
1.900202874186774,6.330731211837502,47.00425500551549,0.0
2.071042175383573,6.403153311916266,46.957517405280505,0.0
2.257240924368754,6.473499348784581,46.901543910867595,0.0
2.4601800249197985,6.542528094759487,46.835558763909866,0.0
2.6813645321032715,6.61096974511147,46.7587257457942,0.0
2.9224348141985153,6.679534886775932,46.670140573907176,0.0
3.1851787181432667,6.748924080372213,46.56882219845564,0.0
3.4715448287236383,6.819837908542461,46.45370286950317,0.0
3.783656919842501,6.892987492017999,46.3236168158486,0.0
4.123829705041008,6.969105589818764,46.17728734001428,0.0
4.494586004083712,7.048958499194814,46.01331208329245,0.0
4.898675452919637,7.1333590626570595,45.83014614807657,0.0
5.339094895777738,7.223181191425134,45.62608267536187,0.0
5.819110610630507,7.319376434787026,45.39923035588401,0.0
6.342282532856154,7.422993281748752,45.147487191872656,0.0
6.912490656748986,7.5352000938297685,44.86850960544003,0.0
7.533963810679349,7.6573128627202065,44.55967568294399,0.0
8.211311019307937,7.7908294071897215,44.21804091198459,0.0
8.949555685445747,7.937472232494152,43.84028414504996,0.0
9.754172845062309,8.099243175985944,43.42264061026024,0.0
10.631129771735939,8.278494320827447,42.96081741672946,0.0
11.586930231680569,8.478021760181123,42.44988488900513,0.0
12.628662717557127,8.701192129665042,41.88413371461708,0.0
13.76405301878528,8.952117287922254,41.25688241355296,0.0
15.001521518232375,9.235901800204594,40.5602103484484,0.0
16.350245640208232,9.559004295150181,39.78457506406844,0.0
17.82022791289823,9.929784292680326,38.91824220289095,0.0
19.422370150005477,10.359366321899284,37.946396004298556,0.0
21.168554301754295,10.863080877005787,36.84967065093416,0.0
23.071730574869793,11.463038446472996,35.60154601754784,0.0
25.146013475056662,12.19316860996691,34.16327560167405,0.0
27.406786484255736,13.110441755397769,32.472628833214095,0.0
29.870816148995576,14.325329404925913,30.413391500792432,0.0
32.556376425950965,16.12035689111857,27.696770255629048,0.0
35.48338420689106,21.40418637620304,21.407263033881794,0.0
