m,poisson,delta,neg_binom
137.8877871766091,4.360967129468918,3.999999910593033,4.360204190015793
160.58912249912123,4.3618448078632355,3.999999910593033,4.361303895711899
187.02792171149196,4.362813383340836,3.999999910593033,4.362828284502029
217.81950704607314,4.36353012919426,3.999999910593033,4.363662749528885
253.68050511186814,4.364148527383804,3.999999910593033,4.363996535539627
295.44552527244707,4.36471626162529,3.999999910593033,4.364628344774246
344.08658389031507,4.365337640047073,3.999999910593033,4.365061968564987
400.7357265070349,4.365754872560501,3.999999910593033,4.365579038858414
466.71137445542655,4.366122931241989,3.999999910593033,4.366017132997513
543.5490090805496,4.366446286439896,3.999999910593033,4.366111010313034
633.0369076973589,4.366720467805862,3.999999910593033,4.366553574800491
737.2577629842565,4.366921633481979,3.999999910593033,4.36706617474556
858.6371544396712,4.367087036371231,3.999999910593033,4.366966336965561
1000.0,4.367247968912125,3.999999910593033,4.3671391904354095
