m,poisson,delta,neg_binom
0.35748090744018557,35.05849316716194,,36.01686283946037
0.38731871242957977,32.13241174817085,41.00000038743019,32.84471705555916
0.4196469849881661,31.05108067393303,38.0000002682209,31.655920296907425
0.4546735965969532,30.293358117341995,35.499999672174454,30.817212909460068
0.49262376911450617,29.706663638353348,33.99999961256981,30.164862424135208
0.5337415229582928,29.230406135320663,33.000000566244125,29.63511422276497
0.5782912461611649,28.833531588315964,32.00000002980232,29.193783551454544
0.6265593943920401,28.496544808149338,30.99999949336052,28.819400817155838
0.6788563328719526,28.20717915892601,30.499999970197678,28.495629876852036
0.7355183320290343,27.955778688192368,30.000000447034836,28.215456753969193
0.7969097297245293,27.73647978901863,29.499999433755875,27.969703823328018
0.8634252739529997,27.543605118989944,28.999999910593033,27.75440290570259
0.9354926610803376,27.372946590185165,28.50000038743019,27.563849836587906
1.013575285940506,27.22175344824791,28.50000038743019,27.393952757120132
1.0981752214741896,27.08689644932747,27.99999937415123,27.242999523878098
1.1898364470684946,26.966095715761185,27.499999850988388,27.108750492334366
1.2891483463559936,26.858017593622208,27.499999850988388,26.988137513399124
1.3967494969640337,26.761042326688766,27.499999850988388,26.879412680864334
1.513331776582479,26.67393907904625,27.000000327825546,26.781750470399857
1.6396448117519922,26.595429331064224,27.000000327825546,26.694638282060623
1.7765007979786525,26.524458080530167,27.000000327825546,26.614495366811752
1.9247797221683574,26.45987942814827,26.499999314546585,26.54188796877861
2.085435020961369,26.402760297060013,26.499999314546585,26.47680565714836
2.2594997113502124,26.348311454057693,26.499999314546585,26.41792520880699
2.448093033000938,26.30162313580513,26.499999314546585,26.36360302567482
2.65242764498801,26.256758719682693,26.499999314546585,26.314524561166763
2.8738174232179787,26.217292994260788,26.499999314546585,26.26967653632164
3.1136859086795394,26.18015483021736,25.999999791383743,26.228780299425125
3.3735754608424053,26.146914809942245,25.999999791383743,26.191703230142593
3.6551571750615457,26.116614788770676,25.999999791383743,26.15799978375435
3.9602416277559045,26.088915020227432,25.999999791383743,26.12745240330696
4.2907905184533295,26.063651591539383,25.999999791383743,26.09904482960701
4.648929283560314,26.040593534708023,25.999999791383743,26.073145121335983
5.036960762963356,26.018954068422318,25.999999791383743,26.04920342564583
5.4573800073384655,25.999674946069717,25.999999791383743,26.0277159512043
5.912890321380147,25.981932133436203,25.999999791383743,26.007352024316788
6.4064206461081525,25.96552148461342,25.999999791383743,25.98891332745552
6.941144392020621,25.950268656015396,25.999999791383743,25.971900671720505
7.520499844191148,25.936483591794968,25.999999791383743,25.956479460000992
8.14821227051504,25.923729687929153,25.999999791383743,25.942138582468033
8.828317875261211,25.912093371152878,25.999999791383743,25.929003208875656
9.565189751951587,25.90160444378853,25.5000002682209,25.916940718889236
10.363566002445573,25.891902297735214,25.5000002682209,25.90600624680519
11.228580203035925,25.883013755083084,25.5000002682209,25.89505836367607
12.16579441345364,25.874710828065872,25.5000002682209,25.88626816868782
13.181234941030423,25.867071002721786,25.5000002682209,25.877512246370316
14.281431089983263,25.86008831858635,25.5000002682209,25.869546085596085
15.473457144979475,25.853202491998672,25.5000002682209,25.862181931734085
16.764977858937872,25.848419219255447,25.5000002682209,25.855424255132675
18.16429773755322,25.84119513630867,25.5000002682209,25.849277526140213
19.680414437444643,25.835970789194107,25.5000002682209,25.84361359477043
21.32307662127943,25.831671804189682,25.5000002682209,25.83821937441826
23.10284664188144,25.827566534280777,25.5000002682209,25.833312422037125
25.03116845838485,25.8238784968853,25.5000002682209,25.82879438996315
27.12044122113492,25.820935517549515,25.5000002682209,25.82520768046379
29.384098998488945,25.816329568624496,25.5000002682209,25.822777301073074
31.83669715816178,25.81358477473259,25.5000002682209,25.817302614450455
34.49400595855016,25.810668617486954,25.5000002682209,25.814344733953476
37.373111951830175,25.808102637529373,25.5000002682209,25.811485201120377
40.49252785085159,25.805600732564926,25.5000002682209,25.808919221162796
43.87231156627555,25.803590565919876,25.5000002682209,25.807718187570572
47.534195179367586,25.80137923359871,25.5000002682209,25.804369896650314
51.5017246797426,25.79955980181694,25.5000002682209,25.802265852689743
55.80041136657991,25.79784318804741,25.5000002682209,25.800102204084396
60.45789588681982,25.796126574277878,25.5000002682209,25.798294693231583
65.50412596511248,25.795096904039383,25.5000002682209,25.796907395124435
70.97154896832501,25.792288035154343,25.5000002682209,25.79529359936714
76.89532054280117,25.792907923460007,25.5000002682209,25.793886929750443
83.31353066591659,25.790727883577347,25.5000002682209,25.79246535897255
90.26744856544376,25.789784640073776,25.5000002682209,25.791167467832565
97.80178808156623,25.78793838620186,25.5000002682209,25.789817422628403
105.9649951778224,25.788164883852005,25.5000002682209,25.788695365190506
114.8095594496835,25.786232203245163,25.5000002682209,25.787747651338577
124.39235163376998,25.78621283173561,25.5000002682209,25.786691159009933
134.77498928789868,25.78543797135353,25.5000002682209,25.785810500383377
146.02423299329269,25.78473463654518,25.5000002682209,25.78500285744667
158.21241562653933,25.784171372652054,25.5000002682209,25.785935670137405
171.41790746152782,25.783730298280716,25.5000002682209,25.783924013376236
185.72562009197912,25.782883912324905,25.5000002682209,25.783348828554153
201.22755241480115,25.78233703970909,25.5000002682209,25.78273043036461
218.02338218495646,25.781840831041336,25.5000002682209,25.782033056020737
236.22110694554763,25.781408697366714,25.5000002682209,25.781545788049698
255.93773845432125,25.78068897128105,25.5000002682209,25.781067460775375
277.3000550717601,25.780176371335983,25.5000002682209,25.78061744570732
300.44541694864256,25.77996626496315,25.5000002682209,25.780368596315384
325.5226492547368,25.779730826616287,25.5000002682209,25.78091099858284
352.69299912781065,25.779403001070023,25.5000002682209,25.780556350946426
382.1311724961636,25.779154151678085,25.5000002682209,25.78025981783867
414.02645744146326,25.778908282518387,25.5000002682209,25.77998712658882
448.58394132514525,25.778651982545853,25.5000002682209,25.779736787080765
486.0258295045106,25.779012590646744,25.5000002682209,25.77948197722435
526.5928741179089,25.77889636158943,25.5000002682209,25.779252499341965
570.5459221261132,25.778094679117203,25.5000002682209,25.77904537320137
618.1675925638315,25.77810361981392,25.5000002682209,25.77882930636406
669.764093786122,25.778182595968246,25.5000002682209,25.77863112092018
725.6671923946327,25.77747032046318,25.5000002682209,25.778456777334213
786.2363465039192,25.77742412686348,25.5000002682209,25.77827349305153
851.8610170647748,25.77717825770378,25.5000002682209,25.778118520975113
922.9631721064356,25.777029246091843,25.5000002682209,25.777985900640488
1000.0,25.777647644281387,25.5000002682209,25.777841359376907
